EA,CLS,SENT,ASP
MOTHERBOARD#QUALITY,-1,at first it worked well for a month or so then the system board failed and i send it in to toshiba some complaints and three weeks later i then receive my laptop back only to discover that it still has the same problem so now i have to send it back again to get it fixed again .,quality
SUPPORT#QUALITY,-1,at first it worked well for a month or so then the system board failed and i send it in to toshiba some complaints and three weeks later i then receive my laptop back only to discover that it still has the same problem so now i have to send it back again to get it fixed again .,quality
LAPTOP#MISCELLANEOUS,-1,this computer does n't do that well with certain games it ca n't play some and it becomes too hot while playing games .,miscellaneous
LAPTOP#MISCELLANEOUS,-1,oh and if thats not bad enough it does n't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $ 25 for two cds .,miscellaneous
LAPTOP#GENERAL,-1,the whole experiece is horrible so save up and buy a better laptop .,general
LAPTOP#GENERAL,-1,i bought a hp pavilion dv4-1222nr laptop and have had so many problems with the computer .,general
LAPTOP#OPERATION_PERFORMANCE,-1,"the computer is so slow , even after paying staples the extra money to speed it up .",performance
LAPTOP#MISCELLANEOUS,-1,they said it was a computer error on this type of computer .,miscellaneous
LAPTOP#QUALITY,-1,"also , i have alot of trouble with it getting very hot , and not even sitting on anything to make it hot .",quality
LAPTOP#OPERATION_PERFORMANCE,-1,"when the computer has been on for several minutes , it will occasionaly just go off by itself .",performance
BATTERY#OPERATION_PERFORMANCE,-1,"also , the battery does not last very long at all .",performance
LAPTOP#GENERAL,-1,i would recommend not buying this product .,general
SUPPORT#QUALITY,-1,i have had no luck with staples or hp to resolve this problem .,quality
LAPTOP#GENERAL,-1,i am stuck with a laptop that i can not do very much with .,general
KEYBOARD#OPERATION_PERFORMANCE,-1,"also , i have had alot of trouble with the keys sticking and will not type correctly .",performance
KEYBOARD#OPERATION_PERFORMANCE,-1,"also , i have had alot of trouble with the shift key to go to other lines .",performance
KEYBOARD#OPERATION_PERFORMANCE,-1,"it gets stuck all of the time you use it , and you have to keep tapping on it to get it to work .",performance
KEYBOARD#USABILITY,-1,"it gets stuck all of the time you use it , and you have to keep tapping on it to get it to work .",usability
DISPLAY#OPERATION_PERFORMANCE,-1,sometimes the screen even goes black on this computer .,performance
COMPANY#GENERAL,-1,will probably never buy a hp again .,general
LAPTOP#QUALITY,0,purchased a toshiba lap top it worked good until just after the warrenty went out .,quality
LAPTOP#OPERATION_PERFORMANCE,0,purchased a toshiba lap top it worked good until just after the warrenty went out .,performance
HARD_DISC#QUALITY,-1,after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace .,quality
SUPPORT#PRICE,-1,after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace .,price
LAPTOP#GENERAL,-1,i hate it .,general
LAPTOP#GENERAL,-1,i have had the luxury ( sarcasm ) of owning 2 of these laptops .,general
LAPTOP#QUALITY,-1,the first fell apart right after the 1-year-warranty .,quality
LAPTOP#QUALITY,-1,"during that time , i had to send it back 3 times .",quality
LAPTOP#DESIGN_FEATURES,-1,i paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me .,design
LAPTOP#QUALITY,-1,i paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me .,quality
LAPTOP#PRICE,-1,i paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me .,price
SUPPORT#QUALITY,-1,none of the techs at hp knew what they were doing .,quality
SUPPORT#QUALITY,-1,"they would repair one thing , send it back and it would still have the same problem .",quality
CPU#QUALITY,-1,"the processor went on me , the fan went and the motherboard went .",quality
FANS_COOLING#QUALITY,-1,"the processor went on me , the fan went and the motherboard went .",quality
MOTHERBOARD#QUALITY,-1,"the processor went on me , the fan went and the motherboard went .",quality
SUPPORT#QUALITY,-1,"i wanted to purchase the extended warranty and they refused , because they knew it was trouble .",quality
LAPTOP#GENERAL,-1,"i wanted to purchase the extended warranty and they refused , because they knew it was trouble .",general
SUPPORT#QUALITY,-1,i had something else go wrong and they said it had to be in good working order to be able to buy the warranty .,quality
WARRANTY#PRICE,0,i took it to friend who temporarily fixed it and i finally paid about 1500 for the extended warranty .,price
SUPPORT#QUALITY,-1,i sent it back and they lost it .,quality
SUPPORT#QUALITY,-1,i waited and waited and no laptop .,quality
SUPPORT#QUALITY,-1,finally after months of research the discovered that they mailed it to a walmart and there probably would be no way to find the box .,quality
SUPPORT#QUALITY,-1,i waited another month for approval and for them to `` build '' me a new laptop .,quality
LAPTOP#CONNECTIVITY,-1,i thought all my problems would finally be solved being that my old computer would n't go onto our wireless network and i would n't have the same problems because it was updated .,connectivity
SUPPORT#QUALITY,-1,here we are another year later and the computer is doing the same thing .,quality
SUPPORT#QUALITY,-1,hp did n't fix it .,quality
LAPTOP#QUALITY,-1,i swear they design these things to go to crap after a year so you are stuck and have to buy a new one .,quality
LAPTOP#CONNECTIVITY,-1,in 5 months the connect quality got worse and worse .,connectivity
LAPTOP#QUALITY,-1,in 5 months the connect quality got worse and worse .,quality
SUPPORT#QUALITY,-1,1st time they got it working the next 5 month they had me send it in .,quality
LAPTOP#GENERAL,-1,returned it .,general
LAPTOP#QUALITY,-1,5 months dead again .,quality
SUPPORT#QUALITY,-1,they say sorry out of warranty .,quality
SUPPORT#QUALITY,-1,summary : they played games with me for the warranty period .,quality
SUPPORT#PRICE,-1,now 17 months later they want ( would not say exact amount ) $ 165.00 to $ 400 to fix the machine .,price
SUPPORT#QUALITY,-1,they had me send in the machine last april returned it to me in may with no documentation on what was done it anything .,quality
LAPTOP#CONNECTIVITY,-1,now the machine wo n't connect and toshiba says that they did replace the connection card in may but they only warranty the repair for 30 days and now i 'm out of warranty even though this has been a constant 5 month occurance since i bought the netbook .,connectivity
SUPPORT#QUALITY,-1,now the machine wo n't connect and toshiba says that they did replace the connection card in may but they only warranty the repair for 30 days and now i 'm out of warranty even though this has been a constant 5 month occurance since i bought the netbook .,quality
COMPANY#GENERAL,-1,so buyer beware when buying toshiba,general
LAPTOP#GENERAL,1,"they are wonderful , but very dangerous when it comes to emitting heat .",general
LAPTOP#QUALITY,-1,"they are wonderful , but very dangerous when it comes to emitting heat .",quality
LAPTOP#QUALITY,-1,"i burned my leg , after lifting it from my desk , and for less than 5 second putting it on my lap to clean my coffee table , so i can place it there .",quality
SUPPORT#QUALITY,-1,"i had to call apple 19 times ( each time 40 to 75 minutes on the phone ) , and take it to their store for evaluations , and diagnostics , 5 times .",quality
COMPANY#GENERAL,-1,"for my burn thigh which has put a permanent mark on my skin ( it happened 7 months ago ) they offered me an itouch 8gig ( you know it is a bit insulating when a company this rich , offer a loyal customer like me , a bottom of their product line as a gift for events like this ) .",general
COMPANY#GENERAL,-1,"steve jobs , probably needs help and donations , and can not afford a reasonable offers for people that truly are trying to support his baby .",general
COMPANY#GENERAL,-1,"the lesson learned here is : it does not pay to by this loyal to any brand , since all of them are there to simply to make as much money as possible , as fast as they can , and in this day and age , the customer no longer is right all the times .",general
LAPTOP#DESIGN_FEATURES,0,"i am not going to sit here and complain about it not having a cd drive and what not because it is a netbook , it is made to be compact and if you want all the other stuff get a laptop .",design
HARD_DISC#QUALITY,-1,anyways i bought this two months ago and when i first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone .,quality
SUPPORT#QUALITY,1,"so i called customer support ( which is good too ) and they went through it and it is just a safety feature and it does not affect performance at all , i just chose to hide the message .",quality
MULTIMEDIA_DEVICES#QUALITY,0,"also the speakers are not very loud , but it is a netbook .",quality
LAPTOP#GENERAL,1,would highly recommend this netbook though .,general
SUPPORT#QUALITY,-1,i custom ordered the machine from hp and could not understand the techie due to his accent .,quality
SHIPPING#QUALITY,-1,the computer was two weeks late in delivery because hp forgot to complete the required import paperwork .,quality
LAPTOP#QUALITY,-1,"my laptop cost approximately $ 2,300 and died after only 2-years , 10-months and 18-days of use .",quality
LAPTOP#PRICE,-1,"my laptop cost approximately $ 2,300 and died after only 2-years , 10-months and 18-days of use .",price
SUPPORT#QUALITY,-1,"although my model was listed as recalled , hp denied my claim .",quality
LAPTOP#GENERAL,-1,"this laptop leaves alot to be desired , i have had it only 5 months and have had to send it away to be repaired twice ...",general
LAPTOP#QUALITY,-1,"this laptop leaves alot to be desired , i have had it only 5 months and have had to send it away to be repaired twice ...",quality
SOFTWARE#GENERAL,-1,"i bought it from hsn because it was `` bundled '' with extra software , but as it turns out , that software just crashes it more often ... ..",general
LAPTOP#DESIGN_FEATURES,0,"i bought it from hsn because it was `` bundled '' with extra software , but as it turns out , that software just crashes it more often ... ..",design
LAPTOP#OPERATION_PERFORMANCE,-1,"i bought it from hsn because it was `` bundled '' with extra software , but as it turns out , that software just crashes it more often ... ..",performance
LAPTOP#GENERAL,-1,if you shop around in the current market you can find a much better deal .,general
SUPPORT#QUALITY,1,"the repairs were made quickly though i must say , however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me .",quality
SHIPPING#QUALITY,-1,"the repairs were made quickly though i must say , however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me .",quality
LAPTOP#QUALITY,-1,unable to boot up this brand new laptop .,quality
LAPTOP#OPERATION_PERFORMANCE,-1,unable to boot up this brand new laptop .,performance
SUPPORT#QUALITY,-1,spent 2 hours on phone with hp technical support .,quality
SUPPORT#QUALITY,-1,"they went through asking me open up various components , taking battery out , hard disk apart , and after 2 hours on phone could not fix it .",quality
SUPPORT#QUALITY,0,they are asking me to ship the unit back to fix it at their site .,quality
LAPTOP#GENERAL,-1,i am going to go back and return at store i bought from !,general
LAPTOP#DESIGN_FEATURES,1,this computer had exactly the specifications i needed .,design
LAPTOP#DESIGN_FEATURES,1,"small enough to use on a long flight , light enough to carry through airports and powerful enough to replace my desktop while on long business trips .",design
LAPTOP#PORTABILITY,1,"small enough to use on a long flight , light enough to carry through airports and powerful enough to replace my desktop while on long business trips .",portability
LAPTOP#OPERATION_PERFORMANCE,1,"small enough to use on a long flight , light enough to carry through airports and powerful enough to replace my desktop while on long business trips .",performance
LAPTOP#GENERAL,1,the perfect notebook ...,general
LAPTOP#OPERATION_PERFORMANCE,-1,when i finally had everything running with all my software installed i plugged in my droid to recharge and the system crashed .,performance
LAPTOP#CONNECTIVITY,-1,the aspire wont even boot past the acer screen with a droid ( i have tried both motorola and htc ) plugged into the usb port .,connectivity
SUPPORT#QUALITY,-1,called tech support and got the usual acer `` we do n't support software but for $ $ $ we can help you '' i explained there was no software involved in booting .,quality
SUPPORT#QUALITY,-1,"no , tey do n't even support their own bios and it `` could be a problem with the bios '' how can a company that makes a fairly decent product get away with such insanity ? ? ! !",quality
LAPTOP#CONNECTIVITY,-1,needless to say a pc that ca n't support a cell phone is less than useless !,connectivity
SUPPORT#QUALITY,-1,"with today 's company fighting over marketshare , its a shame that asus can get away with the inept staff answering thephone .",quality
COMPANY#GENERAL,-1,"with today 's company fighting over marketshare , its a shame that asus can get away with the inept staff answering thephone .",general
SUPPORT#QUALITY,-1,i agree with the previous comment that asus tech support is horrible which is a con in my opinion .,quality
POWER_SUPPLY#QUALITY,-1,"summary : i 've had this laptop for 2 months , out of the blue the power adapter stops working .",quality
POWER_SUPPLY#OPERATION_PERFORMANCE,-1,"summary : i 've had this laptop for 2 months , out of the blue the power adapter stops working .",performance
SUPPORT#QUALITY,-1,but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website ! ! !,quality
SUPPORT#QUALITY,-1,frustrated i hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time .,quality
SUPPORT#QUALITY,-1,this was the 3rd day and part still had not been shipped .,quality
SUPPORT#QUALITY,-1,"the rep did not even answer my question , i had to ask him , if he understood what i ask or if he spoke english because he did n't even try to acknowledge my question .",quality
SUPPORT#QUALITY,-1,i 'm tired of the inept service .,quality
COMPANY#GENERAL,-1,if you are looking for a netbook pc do not buy from asus ! ! !,general
POWER_SUPPLY#OPERATION_PERFORMANCE,-1,unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small .,performance
POWER_SUPPLY#DESIGN_FEATURES,-1,unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small .,design
LAPTOP#GENERAL,-1,i 'm really frustrated by this experience .,general
POWER_SUPPLY#OPERATION_PERFORMANCE,-1,how does the power supply not work ! ! !,performance
LAPTOP#MISCELLANEOUS,1,our apple 13.3 macbook pro notebook computer ( z0j80001 ) notebook and has become such an integral part of completing our daily needs and social networking .,miscellaneous
LAPTOP#GENERAL,1,"i do everything on this computer - check email , facebook , shop , check blogs , write papers , listen to music , and we even watch all of our movies on it since we do not have a tv .",general
LAPTOP#MISCELLANEOUS,1,"i do everything on this computer - check email , facebook , shop , check blogs , write papers , listen to music , and we even watch all of our movies on it since we do not have a tv .",miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,"it pretty much does everything we could ever need , and looks great to boot .",performance
LAPTOP#DESIGN_FEATURES,1,"it pretty much does everything we could ever need , and looks great to boot .",design
LAPTOP#DESIGN_FEATURES,1,"apple is always great about the aesthetics of things , they always come up with good looking products .",design
COMPANY#GENERAL,1,"apple is always great about the aesthetics of things , they always come up with good looking products .",general
SOFTWARE#USABILITY,1,it did n't take me long to get switched over to the mac computer programs and navigation - it 's been just fine and like the way this laptop functions much better .,usability
LAPTOP#OPERATION_PERFORMANCE,1,it did n't take me long to get switched over to the mac computer programs and navigation - it 's been just fine and like the way this laptop functions much better .,performance
LAPTOP#GENERAL,1,"so , if you 're thinking of a laptop , i would heartily recommend theapple 13.3 macbook pro notebook computer ( z0j80001 ) notebook for all your needs !",general
LAPTOP#GENERAL,1,"it 's great and we will always stick with apple computers , we have been so happy with them .",general
COMPANY#GENERAL,1,"it 's great and we will always stick with apple computers , we have been so happy with them .",general
LAPTOP#QUALITY,1,"the 13 '' macbook pro is portable , durable , and very capable .",quality
LAPTOP#PORTABILITY,1,"the 13 '' macbook pro is portable , durable , and very capable .",portability
LAPTOP#OPERATION_PERFORMANCE,1,"the 13 '' macbook pro is portable , durable , and very capable .",performance
BATTERY#OPERATION_PERFORMANCE,1,"it has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",performance
LAPTOP#MISCELLANEOUS,1,"it has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,"it 's also very energy efficient , running on a quarter of the power it takes to run a 60 watt lightbulb .",performance
GRAPHICS#GENERAL,1,"it 's graphics are n't bad at all , for the lower end of the macbook pro spectrum , easily capable of running starcraft ii and other games with comparable graphics .",general
LAPTOP#MISCELLANEOUS,1,"it 's graphics are n't bad at all , for the lower end of the macbook pro spectrum , easily capable of running starcraft ii and other games with comparable graphics .",miscellaneous
OS#USABILITY,1,"the operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",usability
MOUSE#DESIGN_FEATURES,1,"the operating system and user interface is very intuitive , and the large multi-touch track pad is amazing .",design
MOUSE#DESIGN_FEATURES,1,"however , the multi-touch gestures and large tracking area make having an external mouse unnecessary ( unless you 're gaming ) .",design
MOUSE#USABILITY,1,"however , the multi-touch gestures and large tracking area make having an external mouse unnecessary ( unless you 're gaming ) .",usability
LAPTOP#MISCELLANEOUS,1,"still , this laptop is perfect for all day use at school and work .",miscellaneous
LAPTOP#QUALITY,1,they also have a longer service life than other computers ( i have several friends who still use the older apple powerbooks ) .,quality
LAPTOP#GENERAL,-1,probbly the worst decision we ever made !,general
KEYBOARD#QUALITY,-1,it has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,quality
HARD_DISC#QUALITY,-1,it has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,quality
LAPTOP#GENERAL,1,pretty much everything else about the computer is good it just stops working out of no were .,general
LAPTOP#OPERATION_PERFORMANCE,-1,pretty much everything else about the computer is good it just stops working out of no were .,performance
LAPTOP#DESIGN_FEATURES,1,i love the size of the computer since i play games on it .,design
KEYBOARD#DESIGN_FEATURES,1,i also love having the extra calculator number set up on the keyboard which most laptops do not have .,design
KEYBOARD#DESIGN_FEATURES,-1,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard .,design
KEYBOARD#USABILITY,-1,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard .,usability
LAPTOP#GENERAL,-1,so i would not reccomend anyone buying this computer,general
LAPTOP#DESIGN_FEATURES,-1,"first , it does not have a push button to open the lid .",design
LAPTOP#DESIGN_FEATURES,0,it is held in place magnetically .,design
LAPTOP#DESIGN_FEATURES,0,there is a little indent to help open it - but good luck with that .,design
LAPTOP#USABILITY,-1,there is a little indent to help open it - but good luck with that .,usability
LAPTOP#DESIGN_FEATURES,-1,"once open , the leading edge is razor sharp .",design
LAPTOP#DESIGN_FEATURES,-1,this is the complete opposite to an ergonomic design .,design
LAPTOP#USABILITY,-1,this is the complete opposite to an ergonomic design .,usability
LAPTOP#USABILITY,-1,using this machine is like a mild form of torture .,usability
MOUSE#DESIGN_FEATURES,-1,the much lauded combined touch pad and clicker is a nightmare .,design
MOUSE#OPERATION_PERFORMANCE,-1,i lost two items i was working on until i figured out what was happening .,performance
MOUSE#USABILITY,-1,i lost two items i was working on until i figured out what was happening .,usability
KEYBOARD#QUALITY,-1,"also , the space bar makes a noisy click every time you use it .",quality
LAPTOP#GENERAL,-1,"i hate to say this , but if i could take this back to the shop and get my money back , then i would .",general
LAPTOP#USABILITY,-1,"it is absolutely horrible to use , despite all its so called advanced features .",usability
LAPTOP#DESIGN_FEATURES,0,"it is absolutely horrible to use , despite all its so called advanced features .",design
LAPTOP#GENERAL,-1,i regret buying it before understanding how awful it is to use .,general
LAPTOP#USABILITY,-1,i regret buying it before understanding how awful it is to use .,usability
LAPTOP#GENERAL,-1,it 's a bummer and one out of five is being kind .,general
LAPTOP#GENERAL,-1,my mac has gone from being a trusted friend to an adversary .,general
LAPTOP#GENERAL,-1,"in due course , i 'll remove the hard disc from this new macbook pro and dump it where it belongs - in the trash .",general
DISPLAY#DESIGN_FEATURES,0,but the screen size is not that bad for email and web browsing .,design
LAPTOP#DESIGN_FEATURES,1,i like this machine because its very lightweight ...,design
BATTERY#OPERATION_PERFORMANCE,1,very convenient when you travel and the battery life is excellent ...,performance
LAPTOP#PORTABILITY,1,very convenient when you travel and the battery life is excellent ...,portability
BATTERY#OPERATION_PERFORMANCE,1,10 hours of battery life is really something else ... .,performance
LAPTOP#GENERAL,1,i highly recommend that you buy this product .,general
LAPTOP#OPERATION_PERFORMANCE,-1,"it crashes , and when it goes flat , it just dies ( like a pc , maybe worse ) and i loose all my open documents !",performance
LAPTOP#GENERAL,-1,i hate it !,general
LAPTOP#USABILITY,1,it is the easiest computer i have ever used,usability
LAPTOP#GENERAL,1,i love it !,general
LAPTOP#GENERAL,1,i ca n't say enough good for it !,general
LAPTOP#GENERAL,1,it 's a mac ! !,general
LAPTOP#GENERAL,1,i fine apple mc373ll/a 2.66ghz 15 '' macboook pro notebook meets all my needs for a laptop computer when on the go .,general
LAPTOP#MISCELLANEOUS,1,i like to use it at the race track to handiecap the horse races .,miscellaneous
LAPTOP#QUALITY,1,it 's face and depanable .,quality
LAPTOP#MISCELLANEOUS,1,as a graphic arts a retired instructor i still love to play with the graphic with photos and clip art ... ..,miscellaneous
LAPTOP#GENERAL,1,it 's just a great toy to have around .,general
LAPTOP#OPERATION_PERFORMANCE,-1,very very slow laptop .,performance
LAPTOP#DESIGN_FEATURES,-1,tons of bloatware and junk programs .,design
SOFTWARE#GENERAL,-1,tons of bloatware and junk programs .,general
LAPTOP#USABILITY,-1,ca n't reinstall with standard os cd because of proprietary hardware drivers .,usability
SOFTWARE#GENERAL,-1,ca n't reinstall with standard os cd because of proprietary hardware drivers .,general
KEYBOARD#DESIGN_FEATURES,-1,keys are all in weird places and is way too large for the way it is designed .,design
LAPTOP#DESIGN_FEATURES,-1,keys are all in weird places and is way too large for the way it is designed .,design
KEYBOARD#DESIGN_FEATURES,-1,lots of extra space but the keyboard is ridiculously small .,design
LAPTOP#DESIGN_FEATURES,0,lots of extra space but the keyboard is ridiculously small .,design
LAPTOP#GENERAL,1,amazing machine .,general
LAPTOP#DESIGN_FEATURES,0,"it is a big big , but since it has a 18.4 '' screen what would you expect !",design
LAPTOP#MISCELLANEOUS,1,it is truly a desktop replacement .,miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,very fast and efficient !,performance
LAPTOP#MISCELLANEOUS,1,does a great job with video shot on a canon 5d mkii .,miscellaneous
LAPTOP#GENERAL,1,very happy with my 7th toshiba laptop !,general
MOUSE#USABILITY,1,"the touchpad is very intuitive , so much so that i never want to use buttons to click again !",usability
SOFTWARE#GENERAL,1,"of course , i also have several great software packages that came for free including iwork , garageband , and imovie .",general
LAPTOP#DESIGN_FEATURES,1,"of course , i also have several great software packages that came for free including iwork , garageband , and imovie .",design
LAPTOP#QUALITY,1,i especially appreciate the fact that it has almost zero viruses and spyware problems !,quality
DISPLAY#QUALITY,-1,"the only drawback for me is how dirty the screen gets , and rather quickly too .",quality
LAPTOP#USABILITY,1,i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program .,usability
LAPTOP#OPERATION_PERFORMANCE,1,now i have the best of both worlds with all of the power and ease of the mac !,performance
LAPTOP#GENERAL,1,now i have the best of both worlds with all of the power and ease of the mac !,general
LAPTOP#USABILITY,1,now i have the best of both worlds with all of the power and ease of the mac !,usability
LAPTOP#MISCELLANEOUS,1,"i also got the added bonus of a 30 '' hd monitor , which really helps to extend my screen and keep my eyes fresh !",miscellaneous
LAPTOP#GENERAL,-1,i never have had a good result with this computer .,general
LAPTOP#QUALITY,-1,"i was told by many that it was a great computer , but we got one of these , and it worked great for one year , and as soon as the warrenty was up , then it got really bad .",quality
SUPPORT#QUALITY,-1,"they told me it was my loss even though it was the computer , not what i 've done .",quality
HARD_DISC#QUALITY,-1,"the hard drive crashed as well , and i had to buy a new power cord .",quality
POWER_SUPPLY#QUALITY,-1,"the hard drive crashed as well , and i had to buy a new power cord .",quality
SUPPORT#QUALITY,-1,"they told me to reprogram the computer , and i did n't need to do that , and i lost pictures of my oldests first 2 years of her life .",quality
COMPANY#GENERAL,-1,"i do n't like this company nor the toshiba brand , and i 'll never buy another one because i 've put more into it then it is worth .",general
LAPTOP#GENERAL,-1,"i do n't like this company nor the toshiba brand , and i 'll never buy another one because i 've put more into it then it is worth .",general
COMPANY#GENERAL,-1,i would rather spend my money on a computer that costs more then a toshiba that is n't good at all .,general
MULTIMEDIA_DEVICES#QUALITY,-1,the right speaker did not work .,quality
MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,-1,the right speaker did not work .,performance
MULTIMEDIA_DEVICES#QUALITY,-1,"again , the same problem , the right speaker did not work .",quality
MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,-1,"again , the same problem , the right speaker did not work .",performance
LAPTOP#GENERAL,-1,i returned the 2nd laptop for a full refund .,general
MOUSE#GENERAL,-1,the mouse pad and buttons are the worst i 've ever seen .,general
MOUSE#OPERATION_PERFORMANCE,-1,sometimes you will be moving your finger and the pointer will not even move .,performance
MOUSE#USABILITY,-1,the mouse buttons are hard to push .,usability
COMPANY#GENERAL,-1,i cant believe hp put this out .,general
LAPTOP#GENERAL,-1,i cant believe hp put this out .,general
LAPTOP#GENERAL,-1,do not buy you will be disappointed .,general
LAPTOP#GENERAL,-1,i 'm returning mine,general
LAPTOP#GENERAL,0,dell is a decently made pc .,general
GRAPHICS#GENERAL,-1,the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side .,general
LAPTOP#DESIGN_FEATURES,-1,the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side .,design
LAPTOP#USABILITY,-1,the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side .,usability
LAPTOP#DESIGN_FEATURES,-1,with the switch being at the top you need to memorize the key combination rather than just flicking a switch .,design
LAPTOP#USABILITY,-1,with the switch being at the top you need to memorize the key combination rather than just flicking a switch .,usability
LAPTOP#GENERAL,-1,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop .,general
COMPANY#GENERAL,1,"i love hp , , it 's the only computer/printer we will buy .",general
LAPTOP#GENERAL,1,"i love hp , , it 's the only computer/printer we will buy .",general
LAPTOP#MISCELLANEOUS,1,this is perfect for her field .,miscellaneous
LAPTOP#GENERAL,1,"at first when i got this product , i loved it .",general
LAPTOP#OPERATION_PERFORMANCE,1,"the computer itself was fast , ran smoothly , and had no problems .",performance
LAPTOP#GENERAL,1,"the computer itself was fast , ran smoothly , and had no problems .",general
POWER_SUPPLY#QUALITY,-1,"then , within 5 months , the charger crapped out on me .",quality
SUPPORT#QUALITY,-1,"so i called compaq , and after being on the phone for 3 hours , i finally got a replacement which i should n't have had a problem getting since it was under warranty .",quality
BATTERY#QUALITY,-1,"2 months later , the battery went .",quality
BATTERY#OPERATION_PERFORMANCE,-1,"they gave me a hard time yet again , but their was a malfunction in the battery itself , it did n't die .",performance
SUPPORT#QUALITY,-1,"they gave me a hard time yet again , but their was a malfunction in the battery itself , it did n't die .",quality
POWER_SUPPLY#MISCELLANEOUS,-1,"then , one month after the warranty expired , the replacement charger went .",miscellaneous
LAPTOP#MISCELLANEOUS,-1,i had to pay $ 100 for a universal charger for this cheap $ 300 laptop .,miscellaneous
LAPTOP#GENERAL,-1,not worth it one bit .,general
LAPTOP#DESIGN_FEATURES,-1,"the people are frustrating to work with , the product itself is very cheaply made , and the accessories are less than satisfactory .",design
LAPTOP#QUALITY,-1,"the people are frustrating to work with , the product itself is very cheaply made , and the accessories are less than satisfactory .",quality
SUPPORT#QUALITY,-1,"the people are frustrating to work with , the product itself is very cheaply made , and the accessories are less than satisfactory .",quality
DISPLAY#QUALITY,-1,"also , my sister got the exact same laptop ( since they were so cheap ) and after 8 months , the screen split in half just from everyday use .",quality
LAPTOP#PRICE,1,"also , my sister got the exact same laptop ( since they were so cheap ) and after 8 months , the screen split in half just from everyday use .",price
LAPTOP#QUALITY,-1,"apparently under the screen there are 2 little screws and when the screen gets moved back and forth , they come loose .",quality
LAPTOP#QUALITY,-1,and it is impossible to get them back in .,quality
LAPTOP#DESIGN_FEATURES,1,strengths : well-shaped,design
GRAPHICS#GENERAL,-1,weaknesses : a bad videocard !,general
DISPLAY#OPERATION_PERFORMANCE,-1,after 20-30 min the screen of the notebook switched off .,performance
DISPLAY#OPERATION_PERFORMANCE,-1,"it was still working , but there was nothing on the screen .",performance
GRAPHICS#GENERAL,-1,i was said it 's videocard .,general
LAPTOP#GENERAL,-1,very disappointed !,general
LAPTOP#QUALITY,-1,did n't expect to repair it at once !,quality
LAPTOP#GENERAL,-1,do n't buy this model .,general
LAPTOP#GENERAL,-1,an absolutely hateful machine that no one should get of their own free will .,general
LAPTOP#DESIGN_FEATURES,-1,"mine came at $ 1,700 w/o a dvd burner ( ! ) .",design
LAPTOP#PRICE,-1,"mine came at $ 1,700 w/o a dvd burner ( ! ) .",price
DISPLAY#DESIGN_FEATURES,-1,"the screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",design
LAPTOP#DESIGN_FEATURES,1,"the 4 usb ports are nice , but the two on the side only work now and then .",design
PORTS#QUALITY,-1,"the 4 usb ports are nice , but the two on the side only work now and then .",quality
PORTS#OPERATION_PERFORMANCE,-1,"the 4 usb ports are nice , but the two on the side only work now and then .",performance
KEYBOARD#DESIGN_FEATURES,-1,keyboard could use some trimming .,design
KEYBOARD#GENERAL,-1,"did i mention everything about it , from size to weight to keyboard screams bulk ?",general
